                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 1.1255,                0.63825,                0.94192,                 0.6355,                0.42156,                0.44306,                0.23808,                 1.3418,                0.79269,                 1.0031,               0.002674,               0.002674,               0.002674
                    150,                 1.1216,                0.63403,                0.94048,                0.68668,                0.39371,                0.43782,                 0.2353,                   1.34,                0.79386,                 1.0021,              0.0026245,              0.0026245,              0.0026245
                    151,                 1.1203,                0.63673,                0.93948,                 0.6891,                0.39915,                0.43971,                0.23544,                 1.3395,                0.79147,                 1.0024,               0.002575,               0.002575,               0.002575
                    152,                  1.114,                0.62987,                0.93802,                0.68034,                0.40234,                0.43817,                0.23559,                 1.3403,                0.79189,                 1.0024,              0.0025255,              0.0025255,              0.0025255
                    153,                 1.1177,                0.62937,                0.93739,                0.66903,                0.40707,                 0.4401,                0.23692,                 1.3415,                0.79363,                 1.0025,               0.002476,               0.002476,               0.002476
                    154,                 1.1144,                0.62859,                0.93766,                0.67083,                0.40863,                0.44261,                0.23723,                 1.3421,                0.79365,                 1.0031,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.1199,                0.63176,                0.93944,                0.71561,                 0.3947,                0.44839,                0.23894,                 1.3412,                  0.793,                 1.0027,               0.002377,               0.002377,               0.002377
                    156,                 1.1116,                0.62739,                0.93756,                0.70297,                0.38868,                0.44395,                0.23701,                 1.3425,                0.79294,                 1.0032,              0.0023275,              0.0023275,              0.0023275
                    157,                 1.1095,                0.62667,                0.93529,                0.66657,                 0.4119,                 0.4435,                0.23725,                 1.3443,                0.79402,                 1.0038,               0.002278,               0.002278,               0.002278
                    158,                  1.105,                 0.6204,                0.93298,                0.66509,                0.40497,                0.43996,                0.23567,                 1.3438,                0.79375,                 1.0044,              0.0022285,              0.0022285,              0.0022285
                    159,                  1.105,                0.62351,                0.93551,                0.69361,                0.39673,                0.44266,                0.23716,                 1.3432,                0.79426,                 1.0045,               0.002179,               0.002179,               0.002179
                    160,                 1.1048,                0.62226,                0.93456,                0.66462,                0.40831,                0.44014,                0.23849,                 1.3426,                0.79669,                 1.0048,              0.0021295,              0.0021295,              0.0021295
                    161,                  1.106,                0.62153,                0.93541,                0.68288,                0.40095,                0.44013,                0.23937,                 1.3432,                 0.7972,                 1.0056,                0.00208,                0.00208,                0.00208
                    162,                 1.0996,                0.61698,                0.93242,                0.57186,                0.40797,                0.44181,                0.23824,                 1.3436,                0.79758,                 1.0061,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.0946,                0.61283,                0.93034,                0.54759,                0.40785,                0.44023,                0.23853,                 1.3433,                0.79798,                 1.0056,               0.001981,               0.001981,               0.001981
                    164,                 1.0935,                  0.611,                0.93061,                 0.5614,                0.40941,                0.44084,                0.23683,                 1.3443,                0.79764,                 1.0063,              0.0019315,              0.0019315,              0.0019315
                    165,                 1.0943,                0.61181,                0.92943,                0.67998,                0.39091,                0.43442,                0.23557,                 1.3471,                0.79816,                 1.0067,               0.001882,               0.001882,               0.001882
                    166,                 1.0993,                0.61589,                0.93287,                0.56025,                0.40259,                0.43734,                0.23516,                 1.3473,                0.79697,                 1.0061,              0.0018325,              0.0018325,              0.0018325
                    167,                 1.0939,                0.60995,                0.93168,                0.54693,                0.41908,                0.43741,                0.23513,                 1.3465,                0.79677,                 1.0054,               0.001783,               0.001783,               0.001783
                    168,                 1.0898,                0.60828,                0.92876,                0.55194,                0.40981,                0.43631,                0.23505,                 1.3477,                0.79779,                 1.0061,              0.0017335,              0.0017335,              0.0017335
                    169,                 1.0897,                 0.6091,                0.93002,                0.57345,                0.40012,                0.43757,                0.23574,                 1.3468,                0.79871,                 1.0068,               0.001684,               0.001684,               0.001684
                    170,                 1.0877,                0.60828,                0.92839,                0.58012,                0.39959,                0.43884,                0.23585,                 1.3491,                 0.8001,                 1.0066,              0.0016345,              0.0016345,              0.0016345
                    171,                 1.0851,                0.60251,                 0.9245,                0.68147,                0.40279,                0.43898,                0.23592,                 1.3487,                 0.8001,                 1.0061,               0.001585,               0.001585,               0.001585
                    172,                 1.0829,                 0.6031,                0.92671,                0.56636,                0.40237,                0.43751,                0.23416,                 1.3504,                0.80024,                 1.0064,              0.0015355,              0.0015355,              0.0015355
                    173,                 1.0768,                0.59767,                0.92466,                0.66795,                0.40215,                0.43811,                0.23395,                 1.3509,                0.80024,                 1.0065,               0.001486,               0.001486,               0.001486
                    174,                 1.0826,                 0.6033,                0.92757,                0.66616,                0.40521,                0.43812,                 0.2345,                 1.3503,                0.79862,                 1.0057,              0.0014365,              0.0014365,              0.0014365
